,review,predictedvalue
171,"
            The items are beautiful, nicely handcrafted with a lovely and delicate design. They fit elegantly on the ears. The seller is an absolute star: the parcel got lost on the way and the seller simply resend the goods via courrier at no extra cost. Thank you so much!
        ",1.0
172,"
            Love this piece. Beautifully designed and fits my ear perfectly.
        ",1.0
173,"
            Beautiful earrings and well made. Shipping was exceptionally fast considering the epidemic and that they arrived from Europe. I am very happy with them!
        ",1.0
174,"
            I bought two items from this shop and love them!! The seller is fantastic and stayed in touch with me throughout the delivery processs.
        ",1.0
175,"
            I've purchased four earrings from Clare. She answered all my questions really quickly and made it such an easy and welcoming experience. Love the earrings and would definitely purchase again. She also makes and posts them super quickly, couldn't recommend enough! Thanks Clare x
In my picture they are all 9ct solid rose gold seam ring 1mm and for reference the sizes are (from top to bottom) 7mm, 5mm and 9mm.
        ",1.0
176,"
            These were EXACTLY what I wanted and came in the most gorgeous packaging ever. I have actually kept it and will re-use it. Will definitely buy again. Thanks SilvaNova.
        ",1.0
177,"
            Love them & easy to put in. I will be getting some more really soon for the second holes in my lobes!
        ",1.0
178,"
            Love these earrings.  Have now got 5!  thank you for quick delivery and I love the packaging.  Will be back looking for more soon!  C
        ",1.0
179,"
            Absolutely love these! I received the order in less than 2 days, and it looks exactly like pictured! I will definitely buy more from this shop. Really really cute items. :)
        ",1.0
180,"
            Gorgeous! This is my first set of ear climbers, and I love mixing and matching them with other earrings for asymmetrical looks. <3
        ",1.0
181,"
            Absolutely love them!!
        ",1.0
182,"
            So my style. Edgy, yet minimalist chic and elegant. I honestly think these are my dream earrings. 
These were shipped the day after the order; thankfully the swift travel from Valencia to NYC only took a week! (I am in gratitude of Ohana, the postal services, and lucky stars.) 
Anyway. Tremendous thanks for such professionalism and talent in sharing SUCH an insanely beautiful piece. Xoxo.
        ",1.0
183,"
            Fast shipping to Australia. Great quality. Previously bought these in rose gold and loved them so much I needed them in silver :P  Love!
        ",1.0
184,"
            These earrings look just as featured -really cute and makes me look stylish and edgy! :) The packaging was really nice too- it's like you're getting a present! I took off a star bec since they're dainty, they're also kind of flimsy/thin.  If you're not careful when you take them off, they can bend and may eventually snap probably overtime.  Other than that, they're great!
        ",1.0
185,"
            Love them! They are now my go-to earrings when my hair is pulled back. Delivery was a little frustrating but it was clearly the fault of the shipping company and not the seller. I would absolutely buy more from her.
        ",1.0
186,"
            je cherchais depuis longtemps des ear cuff que je puisse poser sur la partie sup�rieur de l'oreille. lorsque j'ai vu les cr�ation de gpdesign j'ai tout de suite �t� int�ress� et j'ai demand� une personnalisation. Et le r�sultat �tait g�nial! rien � redire, j'en ai d�j� command� 3! un grand merci!
        ",0.0
187,"
            Vraiment ravie de ce choix ! Les deux anneaux sont absolument magnifiques, avec de belles couleurs profondes, et sont tr�s agr�ables � porter. Ils donnent une ""signature"" toute nouvelle � mes cheveux courts. Les �changes avec la cr�atrice ont �t� tr�s plaisants et l'envoi imm�diat. Je referai une commande (voire plusieurs) avec certitude et plaisir.
        ",0.0
188,"
            Vraiment ravie de ce choix ! Les deux anneaux sont absolument magnifiques, avec de belles couleurs profondes, et sont tr�s agr�ables � porter. Ils donnent une ""signature"" toute nouvelle � mes cheveux courts. Les �changes avec la cr�atrice ont �t� tr�s plaisants et l'envoi imm�diat. Je referai une commande (voire plusieurs) avec certitude et plaisir.
        ",0.0
189,"
            I love it so much, I might get another one for the other ear.  Great quality, very impressive in a quiet way!
        ",1.0
190,"
            The earrings are gorgeous! It was shipped very quickly and there was great customer service regarding my questions on how to best wear climber earrings. Would recommend.
        ",1.0
